pubDate,duration,title,guid
2022-04-04,00:34:39,"Doing Everything I Can For Ukraine With Yaroslav Popovych",ad3fbdda-9346-4fb3-be82-8461efc40a58
2022-04-01,00:15:34,"""Can I Pee Myself Out Training?"" Featuring Sarah Ann",40ffa6ab-465e-4bb4-8204-161ef10bdc0d
2022-03-31,00:39:40,"The Fastest Man In The World - Ashton Lambie",859feb33-eeff-49fc-9a20-d502e319a3a3
2022-03-30,00:10:28,"Confirmed: A Tour de France Netflix Special",13f2bf16-162a-449b-bdb0-be3f428a9f82
2022-03-29,00:52:33,"Three Special Forces Lessons Applicable To Your Life With Nick Koumalatsos",0e4d109a-947f-4696-b4ce-faa2f3649e91
2022-03-28,00:46:47,"How To Create The Mind Of A Pro With Alan Heary",f31dfd35-dedd-44c5-bfad-74132e0a6985
2022-03-25,00:16:41,"""You Taught Me To Use Clip In Pedals On A Hill"" with Sarah",5c825ba6-a07d-420b-aa4b-f34f71698ed8
2022-03-24,00:48:02,"Getting Back In Touch With Your Food - Ben O'Brien",c98e77c9-b4da-4eac-8bd5-aba6e286bf2d
2022-03-23,00:05:36,"Do This - One Key Habit That Links Top Performers",43d76bc7-3c53-4c5f-b0e0-5f240cc5f679
2022-03-22,00:49:25,"What It Takes To Create A Winning Culture with Sam Bewley",a5209734-a982-4a28-9dac-613d257cff16
2022-03-21,00:59:52,"Can EVO Pro Cycling Survive With PJ Nolan",fe18a102-3638-4342-9587-fd655af3a789
2022-03-18,00:20:25,"Why Can't I Turn My Bike Upside Down With Sarah",9505c5f1-43be-4153-9117-1d7fc65b8980
2022-03-17,00:38:08,"Running From Certain Death with Ian Morgan",30a53697-212f-4165-867e-674602e83445
2022-03-16,01:42:31,"Planning The Adventure Of A Lifetime with Steve O’Shaughnessy",60ea0f80-6621-4dba-9e6d-580a9cb83c46
2022-03-15,01:02:10,"Surviving Murder & Trauma Was Just The Beginning with Chris Duffin",ed5f969a-2919-4e2d-9b7c-d835d7de1561
2022-03-14,00:16:12,"How Good Was Marco Pantani?",faa167ec-52ca-4db3-97ab-a3be44a64d87
2022-03-11,00:17:50,"Sarah Is Back With More Newbie Questions",75678ad6-f0eb-4b74-9e7f-fe7771a7422a
2022-03-10,01:21:15,"Behind The Scenes with Cyclist Magazine",47df9ab3-8c64-4404-820d-e33a73d9a573
2022-03-09,00:09:01,"Should You Train Indoors?",1e723cde-b860-46b5-aeda-380a27a976fb
2022-03-08,00:43:44,"Larry Hagner - The Dad Edge",2e41e14c-5201-49b0-825e-74ca6d394448
2022-03-07,00:10:17,"3 Ways To Upgrade Your Will Power",731505b2-d2e5-44e6-bc2a-01cf0e647068
2022-03-04,00:14:03,"Newbie Questions With Sarah",ab9b65ba-41b5-4f1f-8ef5-13d3d597c00a
2022-03-03,00:33:54,"John McQuaid - Cycle Against Suicide",509594fa-fa8d-4d82-88e7-3fdabe8b91b3
2022-03-02,00:12:59,"My Six Point ""To Do"" List For Race Week",c5f20008-c5cb-4da1-bd3d-2a814ac0eddb
2022-03-01,00:39:45,"Ian McCall - Micro dosing Psychedelics for Performance",af9bda5f-1b7d-43d4-9d84-8e61800df643
2022-02-28,00:09:28,"What We learnt On Opening Classics Weekend",d6935e5c-49b3-4a11-a19d-64a304513062
2022-02-25,00:11:44,"The Oura Ring - Worth it?",cec14746-4422-4881-b71a-df6a5fa56812
2022-02-24,00:32:00,"Tom Morrison - Simplistic Mobility Method",294b3d3e-1198-4421-b539-5cd19cd1e816
2022-02-23,00:10:29,"4 Ways To Increase Your Average Speed",8f9ce806-2149-405f-8d56-323952743335
2022-02-21,00:09:00,"How To Keep Your Hands & Feet Warm",88aa6d6f-7031-4574-9fff-21a99161ec6a
2022-02-18,00:09:38,"The Coffee Shop Rules",c123e575-f0b2-4f39-b9e3-c2b9aba4aa90
2022-02-17,00:36:38,"Eric Champ - Back From The Brink",897acede-aefd-4c13-ac54-7fc1924845c6
2022-02-16,00:08:17,"My Newest Toy - A Brompton",d4a1ed41-fd1d-4b1f-ae79-63f2abc5934e
2022-02-15,00:44:53,"One Of The Greats - André Greipel",852f5848-f744-4f3a-bec1-4b0e8b477236
2022-02-14,00:11:18,"Do This Every Day - The General's Tent",9419bb3b-89de-408f-82b9-9278913e7933
